545115	4055490	50539
545153.5	4055491	50538.5
545202	4055493	50535
545255	4055491	50534
545305	4055495	50535
545346.5	4055502	50540.5
545610	4055491	50548
545659	4055495.5	50551
545710	4055495	50550
545760.5	4055492	50551.5
545812	4055495.5	50550
545862	4055491	50552
545915	4055487	50556
545964.5	4055488	50554
546014.5	4055491	50553.5
546056	4055495	50558
546116	4055500	50561.5
546168	4055499.5	50562.5
546221	4055503	50563
546267	4055504	50567
546330	4055503.5	50564
546565	4055501	50555
546623	4055506	50544
546675.5	4055507	50561
546724	4055511	50553
546774.5	4055504	50551
546810	4055495	50552
545343	4055460.5	50534.5
545582	4055448	50553
545588	4055474	50547
545847	4055461	50553
545910.5	4055484	50553
546052	4055458	50561
546340	4055461	50566
546547	4055462.5	50567
546548	4055446	50566
546806	4055460	50548
545341	4055411.5	50537.5
545582	4055423	50556
545585	4055405	50550
545846.5	4055411	50564.5
546039	4055422	50577
546341	4055411	50573
546547	4055392.5	50566.5
546548	4055415	50557
546804	4055411	50552
545340	4055361	50540
545579	4055360	50564.5
545849	4055362	50572
546036	4055360	50580
546343	4055360	50581
546547	4055368	50570
546550	4055342	50572
546799.5	4055363.5	50559.5
546801	4055351	50557
545345	4055310	50540
545580.5	4055309.5	50565
545850	4055307	50575
546034	4055308	50584
546344	4055322	50567
546345	4055325	50573
546552	4055309.5	50572.5
546808	4055308.5	50557
545344	4055260	50541.5
545583	4055276	50572
545585	4055251	50574
545849.5	4055258.5	50583
546034	4055258	50588
546347	4055260	50553
546553	4055259	50569
546816	4055258	50556
545343	4055209	50545
545587	4055209	50573.5
545845	4055208	50593
546034	4055214	50599
546042	4055190	50612
546348	4055208	50534
546552	4055207	50570
546819	4055207.5	50560
545345	4055159	50541.5
545595.5	4055158.5	50585
545844	4055160	50596
546051	4055159	50603
546349.5	4055159	50513.5
546551	4055158.5	50574.5
546819	4055158	50562.5
545345	4055108	50546.5
545591	4055109	50587
545842.5	4055108.5	50594.5
546049	4055108	50602
546352	4055109	50501.5
546547	4055112	50559
546549	4055105	50567
546818	4055107.5	50561.5
545343	4055057.5	50550
545587	4055058	50588.5
545841	4055057	50586
546037.5	4055046	50578
546043	4055071	50592
546348	4055057	50503
546550	4055057	50566.5
546815	4055057.5	50569.5
545344	4055007	50550
545583	4055010	50590
545585	4055004	50586
545837	4054989.5	50548.5
545839	4055014	50571
546035	4055007	50551
546346.5	4055006	50494
546547	4054985	50568
546548	4055011	50574
546810	4055007	50566
545340	4054956	50553
545589	4054957	50587
545837	4054978	50540
545839	4054953	50519.5
546036	4054956	50487
546347	4054956.5	50498.5
546547	4054960	50573
546548	4054937.5	50575
546798	4054942	50582.5
546806	4054971	50574
545347	4054908	50552
545583	4054883	50575.5
545586	4054909	50577
545836	4054899	50496
545839	4054924	50504
546039	4054906	50442.5
546348.5	4054906.5	50501
546545	4054903	50574
546548	4054921	50563
546797	4054912	50567.5
546802	4054890	50549
545348	4054856	50556
545580	4054855.5	50573
545836	4054852	50476
545838	4054870	50482
546040	4054879	50439
546046	4054854	50442
546349	4054855	50501
546542	4054856	50573.5
546800	4054840.5	50551
546802	4054863	50559
545348	4054805	50556.5
545577	4054813	50564
545589	4054789	50556
545834	4054805	50483
546050	4054806	50463
546351	4054805	50513
546539.5	4054806	50562.5
546798	4054805	50547
545349	4054755	50553
545591.5	4054757	50548
545835	4054756	50478
546050	4054754.5	50477.5
546351	4054755	50519
546532	4054756	50538
546798	4054764.5	50535.5
546803	4054738	50532.5
545345	4054703.5	50551
545586	4054705.5	50543
545834	4054706	50476
546040	4054706	50479
546042	4054703	50476
546344	4054685	50512
546350	4054709	50521
546527	4054705.5	50518.5
546809	4054705	50528
545342	4054654	50547.5
545581	4054640	50539.5
545585	4054664	50538
545835.5	4054655	50472
546037.5	4054643	50463
546042.5	4054669	50475.5
546343	4054654	50499
546529	4054655	50501
546815	4054655	50522
545340	4054606	50548
545580	4054619.5	50533.5
545587.5	4054595.5	50528.5
545836	4054603.5	50476
546036	4054605	50468
546341	4054604	50481
546527	4054603	50491
546816	4054604.5	50520.5
545344.5	4054554	50543.5
545588	4054553	50527
545835	4054558	50483
545838	4054545	50476
546035	4054554	50476
546339	4054554.5	50461.5
546529	4054552.5	50484.5
546806	4054554	50514
545351	4054504	50534
545590	4054503	50521.5
545840	4054502.5	50495
546039	4054523	50492
546049	4054498	50489.5
546341	4054506	50463
546346	4054480	50462
546534	4054504	50482.5
546799	4054481	50521
546802	4054506	50519
545348	4054454	50533
545591	4054452	50516
545842	4054451	50504
546052	4054452	50497
546353	4054452	50469
546538	4054452.5	50489.5
546799	4054460	50525
546801	4054436	50530
545348	4054403	50524
545590	4054400.5	50496.5
545841	4054403	50508
546043	4054402	50501
546355	4054402	50471
546539	4054403	50494
546806.5	4054401.5	50536
545344	4054351.5	50520.5
545587	4054352	50509
545839	4054352	50509
546034	4054352	50504
546355	4054353	50474
546542	4054352	50506
546816	4054351	50544
545344	4054302	50527
545590	4054300	50507
545840	4054301	50513
546037	4054301	50502
546354	4054301	50486
546543	4054301	50517
546825	4054302	50547.5
545347	4054251.5	50532
545593.5	4054251.5	50505.5
545840	4054251	50520
546043	4054250	50508
546352	4054251	50499.5
546544	4054251	50535
546820.5	4054255	50553.5
545348	4054201.5	50536
545594	4054201	50513
545840	4054200	50524
546051	4054201	50528
546350	4054201.5	50519
546546	4054200	50546
546819	4054199	50551.5
545349.5	4054151	50535.5
545594	4054151	50522
545840	4054151	50525.5
546051	4054151	50546
546354	4054159	50526
546544	4054150	50548
546814	4054150	50554
545102	4054076	50570
545348	4054099	50540
545603	4054101	50532
545840	4054100	50545
546047	4054101	50554
546356	4054099	50551
546541	4054102	50556
546811	4054099.5	50555.5
545109	4054051	50554
545153.5	4054045	50550
545205	4054037	50556
545255	4054032	50554.5
545294	4054029	50552
545349	4054048.5	50545.5
545580	4054034	50546
545593	4054058	50543
545837	4054028	50556
545839	4054053	50552.5
546043	4054050	50564
546354	4054050	50559.5
546544	4054057.5	50563
546550	4054032	50570
546810	4054049	50552
545112	4054000	50561
545318.5	4054021.5	50553.5
545352	4054012	50552
545407	4054002	50557
545457.5	4053990.5	50552
545508	4053982	50561
545570	4053989	50557
545596.5	4053998	50540
545659	4053999	50538
545714	4053990	50546
545765.5	4053991	50548.5
545834	4053988	50557
545861.5	4053986	50555.5
545913	4053996	50553
545963	4054000	50554
546012	4053996	50557
546046	4053988	50568
546095	4053983	50559
546348	4054000	50559
546561	4053999	50561
546798	4053985	50556
546805	4054010.5	50548.5
545116	4053948	50562
545351	4053948	50550
545565	4053972	50562
545600	4053949	50553
545836	4053951	50572
545838	4053926	50582.5
546044	4053948	50580
546095	4053950	50562
546346	4053948	50559
546568	4053950	50558
546797	4053949	50555
545113	4053897	50565
545353	4053897	50554
545608.5	4053897	50558
545837	4053895.5	50586
545838	4053900.5	50586.5
546045	4053899	50582
546097	4053899	50562.5
546341	4053892	50570
546345	4053917	50565
546566.5	4053897	50561
546797	4053898	50556
546801	4053875	50562
545110	4053859	50567
545351	4053860	50557.5
545612	4053860	50560
545837	4053856.5	50580.5
545838	4053868	50578
546045	4053861	50586
546095	4053861	50569
546337	4053863	50564
546564	4053860.5	50564.5
546800	4053855.5	50554
546801	4053866	50553
